rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,연결구분,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount
20191114002646,11014,2019,01316245,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 2 기 3분기말,2035013690398,제 1 기말,1492635018021,1,KRW,,연결,,,
20191114002646,11014,2019,01316245,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기 3분기말,37757768506,제 1 기말,40977456803,2,KRW,,연결,,,
20191114002646,11014,2019,01316245,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타채권,-,제 2 기 3분기말,861764954725,제 1 기말,772662388494,3,KRW,,연결,,,
20191114002646,11014,2019,01316245,BS,재무상태표,-표준계정코드 미사용-,미청구공사,-,제 2 기 3분기말,250138535004,제 1 기말,248881229761,4,KRW,,연결,,,
20191114002646,11014,2019,01316245,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타금융자산,-,제 2 기 3분기말,341258924614,제 1 기말,7734433531,5,KRW,,연결,,,
20191114002646,11014,2019,01316245,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 2 기 3분기말,132378847254,제 1 기말,88356863738,6,KRW,,연결,,,
20191114002646,11014,2019,01316245,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 2 기 3분기말,409512666207,제 1 기말,332744153717,7,KRW,,연결,,,
20191114002646,11014,2019,01316245,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 2 기 3분기말,2201994088,제 1 기말,1278491977,8,KRW,,연결,,,
20191114002646,11014,2019,01316245,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 2 기 3분기말,1989671529404,제 1 기말,1939876534956,9,KRW,,연결,,,
20191114002646,11014,2019,01316245,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,장기매출채권 및 기타채권,-,제 2 기 3분기말,498343168578,제 1 기말,484725487796,10,KRW,,연결,,,
