,news_title,news_category,news_date,label,prob
0,기업공시[9월 26일],증권종목·투자전략,2019.09.27,neutral,0.9998303651809692
1,장 마감 후 기업공시[9월 26일],증권,2019.09.26,neutral,0.9998623132705688
2,온라인 유통 박차 가하는 쌍방울...온라인 아동복 ‘뿌쌩’ 론칭,산업생활,2019.09.01,neutral,0.7908658981323242
3,"<유>쌍방울, 3.18% 오르며 체결강도 강세 지속(115%)",증권News봇,2019.08.27,positive,0.9998389482498169
4,"<유>쌍방울, 4.13% 오르며 체결강도 강세 지속(100%)",증권News봇,2019.08.23,positive,0.9998376369476318
5,"<유>쌍방울, 5.05% 오르며 체결강도 강세 지속(101%)",증권News봇,2019.08.23,positive,0.9998431205749512
6,"<유>쌍방울, 7.34% 오르며 체결강도 강세로 반전(199%)",증권News봇,2019.08.23,positive,0.9997261166572571
7,"<유>쌍방울, 3.17% 오르며 체결강도 강세 지속(183%)",증권News봇,2019.08.21,positive,0.9998347759246826
8,"[SEN]쌍방울, 유니클로 줄폐업·전직원 유급휴가 검토에 상승…속옷 반사이익 기대감",증권국내증시,2019.08.20,neutral,0.7377614974975586
9,"<유>쌍방울, 3.23% 오르며 체결강도 강세 지속(183%)",증권News봇,2019.08.20,positive,0.9998317956924438
10,"[SEN]쌍방울, 발열내의 사전 물량 3만세트 사흘만에 전량 소진...유니클로 ‘히트텍’ 불매 영향",증권종목·투자전략,2019.08.09,neutral,0.9972473978996277
11,[SEN]中 ‘희토류 무기화’ 선언에 국내 희토류 관련주 ‘강세’,증권국내증시,2019.08.09,positive,0.9968936443328857
12,"<유>쌍방울, 3.27% 오르며 체결강도 강세로 반전(101%)",증권News봇,2019.08.09,positive,0.9997851252555847
13,"오전 10:00 현재 코스피는 51:49으로 매도우위, 매도강세 업종은 의료정밀업(3.95%↑)",증권News봇,2019.08.07,neutral,0.999618649482727
14,"<유>TBH글로벌, 상한가 진입.. +30.00% ↑",증권News봇,2019.08.06,positive,0.999864935874939
15,"[SEN]광림·쌍방울, 독립운동가 후손·국제평화대회 후원 등 민족기업 행보 ‘눈길’",증권종목·투자전략,2019.08.06,neutral,0.9996039271354675
16,"<유>쌍방울, 장중 신고가 돌파.. 1,425→1,430(▲5)",증권News봇,2019.08.06,positive,0.9998743534088135
17,"<유>쌍방울, 5.70% 오르며 체결강도 강세 지속(112%)",증권News봇,2019.08.06,positive,0.9998297691345215
18,日 수출규제 반사익 기대...모나미 등 연일 급등,증권종목·투자전략,2019.08.05,positive,0.9998464584350586
19,"<유>쌍방울, 전일 대비 10.22% 상승.. 일일회전율은 11.10% 기록",증권News봇,2019.08.05,positive,0.8461674451828003
20,"<유>쌍방울, 4.44% 오르며 체결강도 강세 지속(120%)",증권News봇,2019.08.05,positive,0.9998462200164795
21,"<유>쌍방울, 매도잔량 301% 급증",증권News봇,2019.08.02,positive,0.8074370622634888
22,[특징주] 日화이트리스트 배제 앞두고 ‘애국 테마주’ 강세,증권국내증시,2019.08.02,positive,0.999702513217926
23,"<유>쌍방울, 5.09% 오르며 체결강도 강세 지속(140%)",증권News봇,2019.08.02,positive,0.9998364448547363
24,"<유>쌍방울, 전일 대비 7.08% 상승.. 일일회전율은 18.97% 기록",증권News봇,2019.08.01,neutral,0.874694287776947
25,"<유>쌍방울, 3.98% 오르며 체결강도 강세 지속(178%)",증권News봇,2019.08.01,positive,0.9998382329940796
26,"[마감 시황] 개인과 외국인의 동반 매도세.. 코스피 2024.55(▼14.13, -0.69%) 하락 마감",증권News봇,2019.07.31,neutral,0.9894117712974548
27,"오후 3:20 현재 코스피는 43:57으로 매수우위, 매수강세 업종은 종이목재업(0.29%↑)",증권News봇,2019.07.31,neutral,0.989688515663147
28,"오후 3:00 현재 코스피는 43:57으로 매수우위, 매수강세 업종은 의료정밀업(1.65%↓)",증권News봇,2019.07.31,neutral,0.7292981147766113
29,"오후 2:30 현재 코스피는 42:58으로 매수우위, 매수강세 업종은 음식료품업(0.48%↑)",증권News봇,2019.07.31,neutral,0.9909675717353821
30,"오후 2:00 현재 코스피는 43:57으로 매수우위, 매수강세 업종은 종이목재업(0.00%↑)",증권News봇,2019.07.31,neutral,0.9830545783042908
31,"오후 1:30 현재 코스피는 43:57으로 매수우위, 매수강세 업종은 종이목재업(0.47%↑)",증권News봇,2019.07.31,neutral,0.9906356930732727
32,"오후 1:00 현재 코스피는 43:57으로 매수우위, 매수강세 업종은 종이목재업(0.60%↓)",증권News봇,2019.07.31,neutral,0.9851236939430237
33,"오후 12:30 현재 코스피는 41:59으로 매수우위, 매수강세 업종은 종이목재업(0.94%↓)",증권News봇,2019.07.31,neutral,0.9915048480033875
34,"오후 12:00 현재 코스피는 40:60으로 매수우위, 매수강세 업종은 종이목재업(1.14%↓)",증권News봇,2019.07.31,neutral,0.9928538203239441
35,"오전 11:30 현재 코스피는 40:60으로 매수우위, 매수강세 업종은 종이목재업(1.65%↓)",증권News봇,2019.07.31,neutral,0.9827390909194946
36,"오전 11:00 현재 코스피는 38:62으로 매수우위, 매수강세 업종은 운수창고업(2.11%↓)",증권News봇,2019.07.31,neutral,0.9381287097930908
37,"오전 10:30 현재 코스피는 41:59으로 매수우위, 매수강세 업종은 운수창고업(1.20%↓)",증권News봇,2019.07.31,neutral,0.9774878025054932
38,"오전 10:00 현재 코스피는 43:57으로 매수우위, 매수강세 업종은 운수창고업(1.42%↓)",증권News봇,2019.07.31,neutral,0.9295479655265808
39,"오전 9:30 현재 코스피는 40:60으로 매수우위, 매수강세 업종은 운수창고업(0.97%↓)",증권News봇,2019.07.31,neutral,0.9773451089859009
40,[SEN]‘업종 불문’ 일본 불매운동 수혜주…속옷 이어 양파까지,증권국내증시,2019.07.30,positive,0.45583778619766235
41,"[마감 시황] 외국인과 기관의 동반 매수세.. 코스피 2038.68(▲9.20, +0.45%) 상승 마감",증권News봇,2019.07.30,neutral,0.5772821307182312
42,"오후 3:20 현재 코스피는 44:56으로 매수우위, 매도강세 업종은 전기가스업(0.42%↓)",증권News봇,2019.07.30,neutral,0.9997887015342712
43,"오후 3:00 현재 코스피는 43:57으로 매수우위, 매도강세 업종은 전기가스업(0.58%↓)",증권News봇,2019.07.30,neutral,0.999394416809082
44,"오후 2:30 현재 코스피는 47:53으로 매수우위, 매도강세 업종은 의약품업(0.96%↑)",증권News봇,2019.07.30,neutral,0.9987190961837769
45,"섬유의복업(+3.27%↑)이 강세인 가운데, 코스피도 상승 흐름(+0.62%↑)",증권News봇,2019.07.30,neutral,0.9963699579238892
46,"오후 2:00 현재 코스피는 48:52으로 매수우위, 매도강세 업종은 통신업(0.73%↑)",증권News봇,2019.07.30,neutral,0.9986935257911682
47,"오후 1:30 현재 코스피는 48:52으로 매수우위, 매도강세 업종은 통신업(0.57%↑)",증권News봇,2019.07.30,neutral,0.9990659356117249
48,"오후 1:00 현재 코스피는 48:52으로 매수우위, 매도강세 업종은 통신업(0.41%↑)",증권News봇,2019.07.30,neutral,0.9990112781524658
49,"오후 12:30 현재 코스피는 49:51으로 매수우위, 매도강세 업종은 통신업(0.56%↑)",증권News봇,2019.07.30,neutral,0.9993066787719727
50,"[정오 시황] 코스피 2041.24, 상승세(▲11.76, +0.58%) 지속",증권News봇,2019.07.30,neutral,0.999688982963562
51,"오후 12:00 현재 코스피는 49:51으로 매수우위, 매도강세 업종은 유통업(0.69%↑)",증권News봇,2019.07.30,neutral,0.9995488524436951
52,"[특징주]BYC·쌍방울, 유니클로 에어리즘 대체재 효과...장 초반 강세",증권국내증시,2019.07.30,positive,0.9998854398727417
53,"<유>쌍방울, 상한가 진입.. +29.70% ↑",증권News봇,2019.07.30,positive,0.9997566342353821
54,"<유>BYC우, 상한가 진입.. +29.76% ↑",증권News봇,2019.07.30,positive,0.9998728036880493
55,"<유>쌍방울, 전일 대비 21.29% 상승.. 일일회전율은 15.73% 기록",증권News봇,2019.07.30,positive,0.7798060774803162
56,"오전 9:30 현재 코스피는 49:51으로 매수우위, 매도강세 업종은 섬유의복업(2.25%↑)",증권News봇,2019.07.30,neutral,0.9984057545661926
57,"<유>TBH글로벌, 상한가 진입.. +29.86% ↑",증권News봇,2019.07.30,positive,0.9998661279678345
58,"<유>쌍방울, 현재가 7.04% 급등",증권News봇,2019.07.30,positive,0.9651132225990295
59,"<유>쌍방울, 매도잔량 549% 급증",증권News봇,2019.07.29,positive,0.7837735414505005
