,news_title,news_category,news_date,label,prob
0,"<유>CJ헬로, 장중 신저가 기록.. 6,950→6,940(▼10)",증권News봇,2019.06.28,negative,0.9997825026512146
1,"두릉산이 거대한 영화관으로...CJ헬로, 비발디파크에 ‘미디어 테마파크’ 조성",산업IT,2019.06.20,neutral,0.9997162222862244
2,"<유>CJ헬로, 장중 신저가 기록.. 7,010→6,950(▼60)",증권News봇,2019.06.17,negative,0.9997789263725281
3,"[시그널초대석] ""M&A 거래선 법률적 지식보다 이해관계자들 마음 읽는게 중요""",증권국내증시,2019.06.16,neutral,0.9998821020126343
4,"<유>CJ헬로, 매도잔량 372% 급증",증권News봇,2019.06.14,positive,0.9966545104980469
5,"<유>CJ헬로, 장중 신저가 기록.. 7,350→7,310(▼40)",증권News봇,2019.05.29,negative,0.9997809529304504
6,"CJ헬로 ‘지금은 로컬시대’·‘맛담’, 美 등 6개국 진출",산업IT,2019.05.22,positive,0.9961599111557007
7,"[단독]SKT 등 ""CJ헬로 지분 사가라"" LGU+에 공식 요청",산업IT,2019.05.15,neutral,0.999151349067688
8,"<유>CJ헬로, 매수잔량 416% 급증",증권News봇,2019.05.14,positive,0.9998564720153809
9,"CJ헬로, 디지털TV·알뜰폰LTE 가입자 역대 최다...영업익은 감소",산업IT,2019.05.03,negative,0.9979186654090881
10,"[SEN]CJ헬로, 올 1분기 연결기준 실적 공시…매출액·영업익↓",증권,2019.05.03,positive,0.8506214022636414
11,"CJ그룹, 강원도 화재 구호 성금 5억원 기부",산업생활,2019.04.11,positive,0.9998365640640259
12,"46시간 강원 산불 재난방송한 CJ헬로, 이번엔 모금방송",산업IT,2019.04.11,neutral,0.9994426369667053
