rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,bfefrmtrm_nm,bfefrmtrm_amount,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 39 기 반기말,9714071574474,제 38 기말,9244404434130,7,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 39 기 반기말,3772573667632,제 38 기말,3696903747606,8,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,dart_CurrentDerivativeAsset,유동파생상품자산,-,제 39 기 반기말,257377674,제 38 기말,11135723873,9,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 39 기 반기말,686881348965,제 38 기말,778560330727,10,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_CurrentTradeReceivables,유동매출채권,-,제 39 기 반기말,1245498974536,제 38 기말,1196003066716,11,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_Inventories,유동재고자산,-,제 39 기 반기말,1194236991626,제 38 기말,1140379526270,12,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 39 기 반기말,498688655250,제 38 기말,459295071089,13,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,-,제 39 기 반기말,12500000000,제 38 기말,14500000000,14,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_OtherCurrentReceivables,기타 유동채권,-,제 39 기 반기말,134510319581,제 38 기말,97030028931,15,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 39 기 반기말,5941497906842,제 38 기말,5547500686524,16,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 39 기 반기말,56012551,제 38 기말,53917506,17,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,dart_NonCurrentFairValueFinancialAsset,비유동당기손익인식금융자산,-,제 39 기 반기말,5272356910,제 38 기말,4741781579,18,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 39 기 반기말,221849303240,제 38 기말,142636308922,19,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_IntangibleAssetsAndGoodwill,무형자산 및 영업권,-,제 39 기 반기말,2292263353450,제 38 기말,2126002130072,20,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_InvestmentsInAssociates,관계기업에 대한 투자자산,-,제 39 기 반기말,34866225920,제 38 기말,32500918966,21,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_InvestmentsInJointVentures,공동기업에 대한 투자자산,-,제 39 기 반기말,47007682281,제 38 기말,48183579445,22,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_NoncurrentDerivativeFinancialAssets,비유동파생상품자산,-,제 39 기 반기말,5443466147,제 38 기말,3107744500,23,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_NoncurrentRecognisedAssetsDefinedBenefitPlan,비유동 순확정급여자산,-,제 39 기 반기말,6365377564,제 38 기말,10681326916,24,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 39 기 반기말,149462762588,제 38 기말,116969427378,25,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_OtherNoncurrentReceivables,기타 비유동채권,-,제 39 기 반기말,47308119100,제 38 기말,51365398704,26,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 39 기 반기말,2777805847654,제 38 기말,2716453757903,27,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 39 기 반기말,353797399437,제 38 기말,294804394633,28,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 39 기 반기말,2597231104568,제 38 기말,2508486580608,30,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 자본,-,제 39 기 반기말,2455424071561,제 38 기말,2371695429062,31,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,-,제 39 기 반기말,-58647337099,제 38 기말,-57288361413,32,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,dart_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄손익누계액,-,제 39 기 반기말,367246203055,제 38 기말,224440294481,33,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 39 기 반기말,53380000000,제 38 기말,53380000000,34,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금(결손금),-,제 39 기 반기말,2045385205605,제 38 기말,2103103495994,35,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_SharePremium,주식발행초과금,-,제 39 기 반기말,48060000000,제 38 기말,48060000000,36,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_NoncontrollingInterests,비지배지분,-,제 39 기 반기말,141807033007,제 38 기말,136791151546,37,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_EquityAndLiabilities,자본과부채총계,-,제 39 기 반기말,9714071574474,제 38 기말,9244404434130,38,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 39 기 반기말,3996955702880,제 38 기말,3576141197593,40,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,dart_CurrentDerivativeLiabilities,유동파생상품부채,-,제 39 기 반기말,13685556252,제 38 기말,8652848065,41,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,dart_CurrentNontradePayables,매입채무 외의 유동채무,-,제 39 기 반기말,492804333267,제 38 기말,548108196353,42,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_CurrentBondsIssuedAndCurrentPortionOfNoncurrentBondsIssued,유동 사채 및 비유동 사채의 유동성 대체 부분,-,제 39 기 반기말,169959165096,제 38 기말,499779347338,43,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_CurrentLoansReceivedAndCurrentPortionOfNoncurrentLoansReceived,유동 대여금 및 비유동 대여금의 유동성 대체 부분,-,제 39 기 반기말,1782901853420,제 38 기말,967479709065,44,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_CurrentProvisions,유동충당부채,-,제 39 기 반기말,28989189902,제 38 기말,30352152718,45,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_CurrentTaxLiabilities,당기법인세부채,-,제 39 기 반기말,27462679254,제 38 기말,43964299832,46,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_OtherCurrentLiabilities,기타 유동부채,-,제 39 기 반기말,204495602745,제 38 기말,169430124884,47,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_TradeAndOtherCurrentPayablesToTradeSuppliers,유동매입채무,-,제 39 기 반기말,1276657322944,제 38 기말,1308374519338,48,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_Liabilities,부채총계,-,제 39 기 반기말,7116840469906,제 38 기말,6735917853522,49,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 39 기 반기말,3119884767026,제 38 기말,3159776655929,50,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,dart_NonCurrentDerivativeLiabilities,비유동파생상품부채,-,제 39 기 반기말,75176993594,제 38 기말,31056200993,51,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,dart_NoncurrentNontradePayables,매입채무 외의 비유동채무,-,제 39 기 반기말,10713603477,제 38 기말,10585871312,52,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_DeferredTaxLiabilities,이연법인세부채,-,제 39 기 반기말,318946312930,제 38 기말,269118561990,53,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_NoncurrentPortionOfNoncurrentBondsIssued,비유동 사채의 비유동성 부분,-,제 39 기 반기말,1815320737793,제 38 기말,1413188555360,54,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_NoncurrentPortionOfNoncurrentLoansReceived,비유동 대여금의 비유동성 대체 부분,-,제 39 기 반기말,709246335343,제 38 기말,1265958554279,55,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_NoncurrentProvisions,비유동충당부채,-,제 39 기 반기말,23136530209,제 38 기말,14254078115,56,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_NoncurrentRecognisedLiabilitiesDefinedBenefitPlan,비유동 순확정급여부채,-,제 39 기 반기말,136417251698,제 38 기말,128032065206,57,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,BS,재무상태표,ifrs-full_OtherNoncurrentLiabilities,기타 비유동 부채,-,제 39 기 반기말,30927001982,제 38 기말,27582768674,58,KRW,,,,,,,연결
20240814003992,11012,2024,00161125,IS,손익계산서,dart_OperatingIncomeLoss,영업이익(손실),-,제 39 기 반기,71580646483,,,6,KRW,,,136901448510,제 38 기 반기,143475901470,203698390341,연결
20240814003992,11012,2024,00161125,IS,손익계산서,dart_OtherGains,기타이익,-,제 39 기 반기,60554442260,,,7,KRW,,,175557550479,제 38 기 반기,92205121077,196365184999,연결
20240814003992,11012,2024,00161125,IS,손익계산서,dart_OtherLosses,기타손실,-,제 39 기 반기,81829941474,,,8,KRW,,,181672560624,제 38 기 반기,98388343205,192550281953,연결
20240814003992,11012,2024,00161125,IS,손익계산서,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,-,제 39 기 반기,161229859282,,,9,KRW,,,315961952894,제 38 기 반기,140234990570,294239594613,연결
20240814003992,11012,2024,00161125,IS,손익계산서,ifrs-full_CostOfSales,매출원가,-,제 39 기 반기,2327083911743,,,10,KRW,,,4511678745445,제 38 기 반기,2145379134411,4271516681185,연결
20240814003992,11012,2024,00161125,IS,손익계산서,ifrs-full_BasicEarningsLossPerShare,기본주당이익(손실),-,제 39 기 반기,-64,,,12,KRW,,,-48,제 38 기 반기,201,283,연결
20240814003992,11012,2024,00161125,IS,손익계산서,ifrs-full_DilutedEarningsLossPerShare,희석주당이익(손실),-,제 39 기 반기,-64,,,13,KRW,,,-48,제 38 기 반기,201,283,연결
20240814003992,11012,2024,00161125,IS,손익계산서,ifrs-full_FinanceCosts,금융원가,-,제 39 기 반기,129553564734,,,14,KRW,,,252619643103,제 38 기 반기,49153467600,111154384070,연결
20240814003992,11012,2024,00161125,IS,손익계산서,ifrs-full_FinanceIncome,금융수익,-,제 39 기 반기,42699355267,,,15,KRW,,,103670054707,제 38 기 반기,44884671488,101265562610,연결
20240814003992,11012,2024,00161125,IS,손익계산서,ifrs-full_GrossProfit,매출총이익,-,제 39 기 반기,232810505765,,,16,KRW,,,452863401404,제 38 기 반기,283710892040,497937984954,연결
20240814003992,11012,2024,00161125,IS,손익계산서,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용(수익),-,제 39 기 반기,-1570819591,,,17,KRW,,,9098899112,제 38 기 반기,24634541810,46028245757,연결
