투자자구분,매도,매수,순매수
금융투자,283615196100,521361405800,237746209700
보험,28781753200,23998812900,-4782940300
투신,209959543100,36058473200,-173901069900
사모,54415800300,40575147100,-13840653200
은행,1270680400,2062337900,791657500
기타금융,135125000,5150520200,5015395200
연기금 등,1039658766900,992651849100,-47006917800
기관합계,1617836865000,1621858546200,4021681200
기타법인,25297268500,12511589800,-12785678700
개인,685119094700,389274094400,-295845000300
외국인,825241331133,1131913054933,306671723800
기타외국인,6349531000,4286805000,-2062726000
전체,3159844090333,3159844090333,0
