rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분,bfefrmtrm_nm,bfefrmtrm_amount
20210817000830,11012,2021,00104519,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 68 기 반기말,58905600825,제 67 기말,50578929734,1,KRW,,,,,연결,,
20210817000830,11012,2021,00104519,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 68 기 반기말,7108760926,제 67 기말,812307755,2,KRW,,,,,연결,,
20210817000830,11012,2021,00104519,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타금융자산,-,제 68 기 반기말,3635000000,제 67 기말,3705000000,3,KRW,,,,,연결,,
20210817000830,11012,2021,00104519,BS,재무상태표,dart_ShortTermTradeReceivable,매출채권,-,제 68 기 반기말,13383698525,제 67 기말,10452737128,4,KRW,,,,,연결,,
20210817000830,11012,2021,00104519,BS,재무상태표,-표준계정코드 미사용-,기타수취채권,-,제 68 기 반기말,5038453330,제 67 기말,8594316500,5,KRW,,,,,연결,,
20210817000830,11012,2021,00104519,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 68 기 반기말,29001604216,제 67 기말,25685353718,6,KRW,,,,,연결,,
20210817000830,11012,2021,00104519,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 68 기 반기말,620859108,제 67 기말,1099486883,7,KRW,,,,,연결,,
20210817000830,11012,2021,00104519,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 68 기 반기말,117224720,제 67 기말,229727750,8,KRW,,,,,연결,,
20210817000830,11012,2021,00104519,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 68 기 반기말,43011566746,제 67 기말,40244700828,9,KRW,,,,,연결,,
20210817000830,11012,2021,00104519,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,기타금융자산,-,제 68 기 반기말,495617184,제 67 기말,370004184,10,KRW,,,,,연결,,
20210817000830,11012,2021,00104519,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,비유동 당기손익-공정가치 금융자산,-,제 68 기 반기말,4000000000,제 67 기말,,11,KRW,,,,,연결,,
