,news_title,news_category,news_date,label,prob
0,"""빅파마도 발 빼는데…"" 국내 코로나치료제 개발사 고심",산업기업,2023.06.29,neutral,0.6224622130393982
1,"한미약품 ""랩스트리플, NASH 간 섬유화 개선에 직접 효능 확인”",산업기업,2023.06.23,positive,0.9998152852058411
2,"[데이터로 보는 증시]기아·현대차, 기관·외국인 코스피 순매수 1위(6월 21일-최종치)",증권종목·투자전략,2023.06.21,neutral,0.9968673586845398
3,반환 딛고 반전 쓴다…'중꺾마' 신약개발,산업기업,2023.06.19,positive,0.8777095675468445
4,"한미약품 NASH치료제, 美 FDA 패스트트랙 지정",산업기업,2023.06.13,positive,0.9974068999290466
5,"한미약품 반환신약 '반전'…""난치암 치료 잠재력 확인""",사회사회일반,2023.06.11,positive,0.9997511506080627
6,"[단독] 한미약품, 반환 신약 또 재기할까…난치암 정복 가능성 확인",사회사회일반,2023.06.10,positive,0.6274495720863342
7,"""우리도 신약 개발""…팔 걷어든 중견 제약사[Why 바이오]",산업기업,2023.06.04,positive,0.6989974975585938
8,삼성운용 '헬스케어 ETF' 순자산 1000억 돌파,증권국내증시,2023.06.02,positive,0.9995085000991821
9,K신약 개발 열풍…중견 제약사도 팔 걷었다,산업기업,2023.06.01,positive,0.9987015724182129
10,"[데이터로 보는 증시]포스코퓨처엠·SK하이닉스, 기관·외국인 코스피 순매수 1위(6월 1일-최종치)",증권종목·투자전략,2023.06.01,neutral,0.9998779296875
11,'3주에 7.5㎏ 쏙' 비만약은 변신중…약 없는 NASH 시장 노린다 [약 읽어주는 안경진 기자],사회사회일반,2023.05.29,neutral,0.9997255206108093
12,[바이오코리아 2023] 글로벌 빅파마 총출동…첫날부터 CDMO 수주 전쟁,산업기업,2023.05.10,neutral,0.9952151775360107
13,"[데이터로 보는 증시] NAVER·삼성전자, 기관·외국인 코스피 순매수 1위(5월 4일-최종치)",증권종목·투자전략,2023.05.04,neutral,0.9994816184043884
14,"한미약품 오너家, 사모펀드에 지분 11.8% 매각",증권국내증시,2023.05.03,neutral,0.9997660517692566
15,"""백신개발 10년→1년내 단축""…AI·빅데이터로 제약시장 새지평 [미리보는 서울포럼 2023]",산업기업,2023.05.01,neutral,0.9770084023475647
16,"[데이터로 보는 증시]카카오·삼성전자, 기관·외국인 코스피 순매수 1위(4월 28일-최종치)",증권종목·투자전략,2023.04.28,neutral,0.9916340112686157
17,"[데이터로 보는 증시]SK하이닉스·삼성전자, 기관·외국인 코스피 순매수 1위(4월 27일-최종치)",증권종목·투자전략,2023.04.27,neutral,0.9962750673294067
18,"[데이터로 보는 증시]기아·기관·삼성전자, 외국인 코스피 순매수 1위(4월 19일-최종치)",증권종목·투자전략,2023.04.19,neutral,0.9995177984237671
19,"<유>한미약품, 장중 신고가 돌파.. 329,500→338,000(▲8,500)",증권News봇,2023.04.13,positive,0.9998841285705566
20,"<유>한미약품, 4.67% 오르며 체결강도 강세 지속(203%)",증권News봇,2023.04.13,positive,0.9998699426651001
21,"허경화 KIMCo 대표 ""제약·바이오 공동투자 통해 오픈이노베이션 새 장 열 것""",산업기업,2023.04.12,neutral,0.9974995255470276
22,"<유>한미약품, 4.53% 오르며 체결강도 강세 지속(131%)",증권News봇,2023.04.10,positive,0.9998645782470703
23,바이오주 실적반등 기대…외국인 이달 '사자' 행진,증권국내증시,2023.04.09,positive,0.9998345375061035
24,"<유>한미약품, 4.45% 오르며 체결강도 강세 지속(185%)",증권News봇,2023.04.06,positive,0.9998672008514404
25,한미약품 美 암 학회서 7건 항암 파이프라인 공개,산업기업,2023.04.05,positive,0.99983811378479
26,"[데이터로 보는 증시]삼성SDI·삼성전자, 기관·외국인 코스피 순매수 1위(4월 5일-최종치)",증권종목·투자전략,2023.04.05,neutral,0.9965195655822754
27,"<유>한미약품, 4.68% 오르며 체결강도 강세 지속(158%)",증권News봇,2023.04.05,positive,0.9998675584793091
28,"<유>한미약품, 6.07% 오르며 체결강도 강세 지속(181%)",증권News봇,2023.04.05,positive,0.9998677968978882
29,"<유>한미약품, 4.85% 오르며 체결강도 강세 지속(173%)",증권News봇,2023.04.05,positive,0.9998660087585449
30,"[데이터로 보는 증시] SK하이닉스·삼성전자, 기관·외국인 코스피 순매수 1위(4월 4일-최종치)",증권종목·투자전략,2023.04.04,neutral,0.997369647026062
31,"<유>한미약품, 13.19% 오르며 체결강도 강세 지속(241%)",증권News봇,2023.04.04,positive,0.9998669624328613
32,"<유>한미약품, 11.22% 오르며 체결강도 강세 지속(304%)",증권News봇,2023.04.04,positive,0.9998706579208374
33,"'신약 개발에 진심' 대웅제약, 1년 만에 박사 인력 2배 늘렸다",산업기업,2023.04.04,positive,0.9997760653495789
34,신약 개발에 사활…5대 제약사 '박사' 쟁탈전,산업기업,2023.04.03,neutral,0.9536082744598389
