rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,bfefrmtrm_nm,bfefrmtrm_amount,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분
20241114001768,11014,2024,00163512,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 69 기 3분기말,4156266120810,제 68 기말,4201363599974,7,KRW,,,,,,,연결
20241114001768,11014,2024,00163512,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 69 기 3분기말,654275502806,제 68 기말,657966998766,8,KRW,,,,,,,연결
20241114001768,11014,2024,00163512,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 69 기 3분기말,206842486957,제 68 기말,257529558277,9,KRW,,,,,,,연결
20241114001768,11014,2024,00163512,BS,재무상태표,ifrs-full_CurrentFinancialAssetsAtAmortisedCost,상각후원가금융자산,-,제 69 기 3분기말,2500000000,제 68 기말,2500000000,10,KRW,,,,,,,연결
20241114001768,11014,2024,00163512,BS,재무상태표,ifrs-full_CurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue,당기손익-공정가치측정금융자산,-,제 69 기 3분기말,2679248226,제 68 기말,2400000000,11,KRW,,,,,,,연결
20241114001768,11014,2024,00163512,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 69 기 3분기말,522095922,제 68 기말,746929359,12,KRW,,,,,,,연결
20241114001768,11014,2024,00163512,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 69 기 3분기말,9570620070,제 68 기말,9333007830,13,KRW,,,,,,,연결
20241114001768,11014,2024,00163512,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 69 기 3분기말,41369161968,제 68 기말,36392836751,14,KRW,,,,,,,연결
20241114001768,11014,2024,00163512,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,-,제 69 기 3분기말,79839216532,제 68 기말,49310918475,15,KRW,,,,,,,연결
20241114001768,11014,2024,00163512,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 69 기 3분기말,310952673131,제 68 기말,299753748074,16,KRW,,,,,,,연결
