,news_title,news_category,news_date,label,prob
0,"<유>무림P&P, 3.25% 오르며 체결강도 강세로 반전(105%)",증권News봇,2023.06.22,positive,0.9998791217803955
1,"<코>네오펙트, 3.11% 오르며 체결강도 강세 지속(141%)",증권News봇,2023.06.15,positive,0.99986732006073
2,"[개장 시황] 코스피 2647.49.. 개인의 순매수에 상승 출발 (▲6.33, +0.24%)",증권News봇,2023.06.12,neutral,0.9998983144760132
3,"<유>무림P&P, 매도잔량 1443% 급증",증권News봇,2023.06.12,positive,0.9995704293251038
4,"<유>무림P&P, 매도잔량 1361% 급증",증권News봇,2023.06.09,positive,0.9995580315589905
5,"<유>무림P&P, 4.37% 오르며 체결강도 강세로 반전(219%)",증권News봇,2023.06.09,positive,0.9998792409896851
6,"<코>네오펙트, 4.02% 오르며 체결강도 강세로 반전(118%)",증권News봇,2023.06.07,positive,0.9998899698257446
7,"<코>네오펙트, 3.29% 오르며 체결강도 강세로 반전(151%)",증권News봇,2023.06.01,positive,0.999889612197876
8,"<코>네오펙트, 19.86% 오르며 체결강도 강세 지속(162%)",증권News봇,2023.05.26,positive,0.9998630285263062
9,"<유>무림P&P, 장중 신저가 기록.. 3,575→3,550(▼25)",증권News봇,2023.05.17,negative,0.999784529209137
10,"<유>무림P&P, 매도잔량 636% 급증",증권News봇,2023.05.16,positive,0.9993287324905396
11,"<유>무림P&P, 5.42% 오르며 체결강도 강세로 반전(118%)",증권News봇,2023.05.16,positive,0.999879002571106
