rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,연결구분,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount
20200330004809,11011,2019,01316245,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 2 기,1579013789246,제 1 기,1492635018021,1,KRW,,연결,,,
20200330004809,11011,2019,01316245,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기,38215576367,제 1 기,40977456803,2,KRW,,연결,,,
20200330004809,11011,2019,01316245,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타채권,-,제 2 기,811512440017,제 1 기,772662388494,3,KRW,,연결,,,
20200330004809,11011,2019,01316245,BS,재무상태표,-표준계정코드 미사용-,미청구공사,-,제 2 기,289142442713,제 1 기,248881229761,4,KRW,,연결,,,
20200330004809,11011,2019,01316245,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타금융자산,-,제 2 기,11055271075,제 1 기,7734433531,5,KRW,,연결,,,
20200330004809,11011,2019,01316245,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 2 기,120357024624,제 1 기,88356863738,6,KRW,,연결,,,
20200330004809,11011,2019,01316245,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 2 기,306018124340,제 1 기,332744153717,7,KRW,,연결,,,
20200330004809,11011,2019,01316245,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 2 기,2712910110,제 1 기,1278491977,8,KRW,,연결,,,
20200330004809,11011,2019,01316245,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 2 기,2421816358560,제 1 기,1939876534956,9,KRW,,연결,,,
20200330004809,11011,2019,01316245,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,장기매출채권 및 기타채권,-,제 2 기,513376336441,제 1 기,484725487796,10,KRW,,연결,,,
20200330004809,11011,2019,01316245,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 2 기,1077232905571,제 1 기,1077626554915,11,KRW,,연결,,,
20200330004809,11011,2019,01316245,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 2 기,568108956256,제 1 기,143815017990,12,KRW,,연결,,,
20200330004809,11011,2019,01316245,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 2 기,160599500769,제 1 기,12726653965,13,KRW,,연결,,,
20200330004809,11011,2019,01316245,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타비유동금융자산,-,제 2 기,46683590873,제 1 기,155195335765,14,KRW,,연결,,,
20200330004809,11011,2019,01316245,BS,재무상태표,dart_OtherNonCurrentAssets,기타비유동자산,-,제 2 기,4703838699,제 1 기,3379267520,15,KRW,,연결,,,
20200330004809,11011,2019,01316245,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 2 기,51111229951,제 1 기,62408217005,16,KRW,,연결,,,
20200330004809,11011,2019,01316245,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 2 기,4000830147806,제 1 기,3432511552977,17,KRW,,연결,,,
20200330004809,11011,2019,01316245,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 2 기,2116804025677,제 1 기,1999317157710,19,KRW,,연결,,,
