,news_title,news_category,news_date,label,prob
0,"<유>삼성에스디에스, 3.06% 오르며 체결강도 강세 지속(160%)",증권News봇,2022.09.27,positive,0.9998745918273926
1,"오후 1:00 현재 코스피는 35:65으로 매수우위, 매수강세 업종은 건설업(2.16%↓)",증권News봇,2022.09.07,neutral,0.9943282008171082
2,"[정오 시황] 코스피 2370.58, 하락세(▼39.44, -1.64%) 지속",증권News봇,2022.09.07,neutral,0.7163565754890442
3,"[기업공시 7월 28일]한국카본, 4450억 규모 보냉자재 공급계약 등",증권국내증시,2022.07.29,neutral,0.9991787075996399
4,장마감 후 기업공시[7월 28일],증권국내증시,2022.07.28,neutral,0.9997358918190002
5,"오후 12:30 현재 코스피는 47:53으로 매수우위, 매도강세 업종은 운수창고업(0.45%↑)",증권News봇,2022.07.25,neutral,0.9988226294517517
6,"<유>초록뱀헬스케어, 전일 대비 8.18% 상승.. 일일회전율은 0.58% 기록",증권News봇,2022.07.25,positive,0.999871015548706
7,"<유>초록뱀헬스케어, 매수잔량 588% 급증",증권News봇,2022.07.25,positive,0.9998453855514526
8,"[기업공시 7월 8일]우원개발, 578억 규모 7호선 건설공사 계약 등",증권국내증시,2022.07.09,neutral,0.998382568359375
9,장 마감 후 기업공시[7월 8일],증권국내증시,2022.07.08,neutral,0.9998692274093628
