투자자구분,매도,매수,순매수
금융투자,168618388700,281346522900,112728134200
보험,12850145200,4767348800,-8082796400
투신,65736129200,16811401800,-48924727400
사모,78141460600,94332310600,16190850000
은행,2236099900,11097842700,8861742800
기타금융,2532410700,89709600,-2442701100
연기금 등,1086308417600,1058756836100,-27551581500
기관합계,1416423051900,1467201972500,50778920600
기타법인,72438579200,10841250800,-61597328400
개인,462221920600,786723408900,324501488300
외국인,1219929558205,904761145805,-315168412400
기타외국인,1781265700,3266597600,1485331900
전체,3172794375605,3172794375605,0
