투자자구분,매도,매수,순매수
금융투자,120711185400,101662625700,-19048559700
보험,7463777100,16046387600,8582610500
투신,12213689900,23972308400,11758618500
사모,20425113500,43610459100,23185345600
은행,469124000,129547500,-339576500
기타금융,2066300,898586800,896520500
연기금 등,402607393000,401765452500,-841940500
기관합계,563892349200,588085367600,24193018400
기타법인,4050446300,6357800600,2307354300
개인,283620839700,121604080400,-162016759300
외국인,166335212400,302359219900,136024007500
기타외국인,870330300,362709400,-507620900
전체,1018769177900,1018769177900,0
