,news_title,news_category,news_date,label,prob
0,"KAI, 차세대 중형위성 3기 개발작업 착수",산업기업,2019.12.31,positive,0.9998470544815063
1,기업공시[12월 24일],증권종목·투자전략,2019.12.25,neutral,0.9998181462287903
2,장중 기업공시[12월 24일],증권,2019.12.24,neutral,0.9998329877853394
3,"KAI, 해양경찰청에 헬기 '수리온' 2대 인도",산업기업,2019.12.20,positive,0.9998536109924316
4,"""한국항공우주, 충당급 환입 효과 지연 예상...목표주가↓""",증권종목·투자전략,2019.12.20,negative,0.9997022747993469
5,"'취임 100일' 안현호 KAI 사장, 협력사와 현장 소통",산업기업,2019.12.17,neutral,0.999862790107727
6,장 마감 후 기업공시[12월 13일],증권종목·투자전략,2019.12.13,neutral,0.9998633861541748
7,기업공시 [12월 9일],증권종목·투자전략,2019.12.10,neutral,0.9998273849487305
8,장 중 기업공시 [12월 9일],증권,2019.12.09,neutral,0.9998506307601929
9,"KAI 1,100억 규모 항공기 성능개량 사업 수주",산업기업,2019.12.09,positive,0.9998695850372314
10,[인사] 한국항공우주산업(KAI),산업기업,2019.12.06,neutral,0.9991446733474731
11,"KAI, 국산 소형민수헬기 첫 시험 비행 성공",산업기업,2019.12.05,positive,0.9998489618301392
12,[단독]40%가 노후...'경찰·소방 헬기' 띄우기 무섭다,사회사회일반,2019.11.27,neutral,0.8896486163139343
13,기업공시[11월 26일],증권종목·투자전략,2019.11.27,neutral,0.9998396635055542
14,장 중 기업공시[11월 26일],증권,2019.11.26,neutral,0.9998534917831421
15,"KAI, 보잉에 3,300억 규모 날개 구조물 공급",산업기업,2019.11.26,positive,0.9998610019683838
16,"""한국항공우주, 본격적으로 수출 추진할 것""",증권종목·투자전략,2019.11.20,positive,0.9998220801353455
17,"""한국항공우주, 4·4분기부터 수주 증가 예상""",증권종목·투자전략,2019.11.06,positive,0.9998691082000732
18,"한국항공우주, 3·4분기 어닝 서프라이즈...매수의견 유지",증권종목·투자전략,2019.10.30,positive,0.9998455047607422
19,"삼성엔지니어링, 3분기 만에 올 목표실적 달성",증권종목·투자전략,2019.10.29,positive,0.9998829364776611
20,"한국항공우주 3분기 영업이익 478억원, 작년 동기 대비 흑자 전환",증권종목·투자전략,2019.10.29,positive,0.9998711347579956
21,"한국항공우주, 민항기 교체 수요 증가에 실적 지속 성장 전망",증권종목·투자전략,2019.10.21,positive,0.9998775720596313
22,"[점프업 코리아 방위산업] KAI, 최첨단 항전시스템 탑재... '수리온' 앞세워 해외공략",산업기업,2019.10.14,positive,0.9998785257339478
23,"<유>한국항공우주, 매수잔량 492% 급증",증권News봇,2019.10.10,positive,0.9998055100440979
