투자자구분,매도,매수,순매수
금융투자,83720171000,191499338500,107779167500
보험,4404135600,4730041200,325905600
투신,65676313500,14865344800,-50810968700
사모,36859375300,12642912400,-24216462900
은행,944943300,2514383700,1569440400
기타금융,1393254400,32533800,-1360720600
연기금 등,991495485900,945751372300,-45744113600
기관합계,1184493679000,1172035926700,-12457752300
기타법인,15005613800,10336821600,-4668792200
개인,349260858000,323619763100,-25641094900
외국인,336549792330,379469196430,42919404100
기타외국인,918870700,767106000,-151764700
전체,1886228813830,1886228813830,0
