,news_title,news_category,news_date,label,prob
0,"<유>KTis, 3.63% 오르며 체결강도 강세 지속(109%)",증권News봇,2022.09.06,positive,0.9998677968978882
1,"<유>KTis, 장중 신고가 돌파.. 2,915→2,920(▲5)",증권News봇,2022.08.24,positive,0.9998735189437866
2,"<유>KTis, 장중 신고가 돌파.. 2,845→2,865(▲20)",증권News봇,2022.08.22,positive,0.9998699426651001
3,"<유>KTis, 장중 신고가 돌파.. 2,835→2,840(▲5)",증권News봇,2022.08.19,positive,0.9998711347579956
4,"<유>KTis, 매도잔량 544% 급증",증권News봇,2022.08.18,positive,0.9906300902366638
5,"<유>KTis, 3.03% 오르며 체결강도 강세 지속(476%)",증권News봇,2022.07.18,positive,0.9998615980148315
6,"<유>KTis, 매도잔량 329% 급증",증권News봇,2022.07.14,positive,0.9868337512016296
7,"<유>KTis, 전일 대비 7.18% 상승.. 일일회전율은 6.52% 기록",증권News봇,2022.07.14,positive,0.9997537732124329
8,"<유>KTis, 매수잔량 778% 급증",증권News봇,2022.07.14,positive,0.9998188614845276
9,"<유>KTis, 매도잔량 830% 급증",증권News봇,2022.07.01,positive,0.9965333938598633
10,"<유>KTis, 5.10% 오르며 체결강도 강세로 반전(441%)",증권News봇,2022.07.01,positive,0.9998732805252075
