news_title,news_category,news_date
"코스피, 2750대 강한 저항선…등락 반복 중 [오후 시황]",증권국내증시,2024.03.28
"日銀 ""마이너스 금리 해제해도 빠른 금리인상 필요X""",국제국제일반,2024.03.28
금리 변동기에 갈 곳 잃은 자금…파킹형 상품에 '뭉칫돈',증권국내증시,2024.03.27
고물가에 실물경기는 냉랭…소비 심리는 더 얼어,경제·금융경제동향,2024.03.27
"美中日 금리 변동기…갈곳 잃은 돈, 파킹형 상품에 몰렸다",증권국내증시,2024.03.26
"한투證 ""美 금리인하 서두르지 않을 것…이번주도 달러 강세""",증권국내증시,2024.03.26
'피벗' 못 박은 연준…코스피 2년만에 2750 넘어,증권정책,2024.03.21
가라앉지 않는 기대 인플레…정부는 식품업체 가격인하 '압박',경제·금융경제·금융일반,2024.03.20
"달러-엔, BOJ 마이너스 금리 해제에도 2주만에 150엔 돌파",국제국제일반,2024.03.19
비트코인 1억 시대와 ‘금본위제’의 몰락 [이덕연의 경제멘터리],산업산업일반,2024.03.16
"한은 ""美 통화정책 완화→韓 물가·부채 자극 가능성""",경제·금융경제동향,2024.03.14
[여명]인플레는 세금이다,오피니언사내칼럼,2024.03.13
엔화 강세에 닛케이 '뚝'…5.3조 쏟아부은 일학개미 '속앓이',증권해외증시,2024.03.12
[영상] 이승만 경제정책의 성공과 실패…‘수입대체’와 ‘미국 원조’ [이덕연의 경제멘터리],산업산업일반,2024.03.09
"이집트, 극심한 외환위기에 기준금리 600bp↑",국제국제일반,2024.03.07
[청론직설] “저성장 해법은 개혁·혁신…노동 유연성 덕에 ‘나홀로 성장’ 美 보라”,오피니언사내칼럼,2024.03.06
"일본은행 ""2% 인플레 달성 목전""…이달 금리 인상하나",국제국제일반,2024.02.29
"엔저로 외국인 매수세…시장선 ""연말 4만선 넘는다""",국제국제일반,2024.02.22
불안한 물가에 금리 인하 '신중'…9회 연속 동결,경제·금융경제동향,2024.02.22
"채권 전문가, 만장일치로 2월 금통위 기준금리 동결 전망",증권국내증시,2024.02.20
"""물가 여전히 불안…美보다 빨리 움직이면 환율 리스크 커""",경제·금융경제동향,2024.02.19
"엔·달러 3개월만에 다시 150엔… 日정부 ""필요하면 적절 조치""",국제국제일반,2024.02.14
현대硏 “올해 성장률 2.2% 예상…소비·투자는 회복 제한”,경제·금융경제·금융일반,2024.01.28
"[다음주 증시 전망] ""실적 발표에 달린 주가…韓 증시 반등은 제한적""",증권국내증시,2024.01.27
"블룸버그 ""美 경제성장 中 앞질러…추격 어려워졌다""",국제경제·마켓,2024.01.26
中 침체에 강달러까지…亞국가 통화약세 심화,국제국제일반,2024.01.25
'부동산 PF' 위기에도 금리 8연속 동결…이유는 '이 것' 이었다,경제·금융경제·금융일반,2024.01.11
"채권 전문가 98% ""한은, 11일 금통위서 금리 동결할 듯""",증권국내증시,2024.01.09
[뒷북경제] 미국 금리 인하 기대와 조정 사이에서 흔들리는 환율,경제·금융경제·금융일반,2024.01.06
日 강진에 엔화 약세 전환…마이너스 금리해제 '후퇴',국제국제일반,2024.01.05
