rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,연결구분,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount
20190515002410,11013,2019,01316227,BS,재무상태표,ifrs_CurrentAssets,유동자산,-,제 2 기 1분기말,1521971184581,제 1 기말,1428058178816,1,KRW,,연결,,,
20190515002410,11013,2019,01316227,BS,재무상태표,ifrs_CashAndCashEquivalents,현금및현금성자산,-,제 2 기 1분기말,129418004062,제 1 기말,84734537962,2,KRW,,연결,,,
20190515002410,11013,2019,01316227,BS,재무상태표,ifrs_TradeAndOtherCurrentReceivables,매출채권 및 기타채권,-,제 2 기 1분기말,795094598644,제 1 기말,772214725522,3,KRW,,연결,,,
20190515002410,11013,2019,01316227,BS,재무상태표,ifrs_OtherCurrentFinancialAssets,기타금융자산,-,제 2 기 1분기말,28279337192,제 1 기말,21801471228,4,KRW,,연결,,,
20190515002410,11013,2019,01316227,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 2 기 1분기말,31235348133,제 1 기말,31459286821,5,KRW,,연결,,,
20190515002410,11013,2019,01316227,BS,재무상태표,ifrs_Inventories,재고자산,-,제 2 기 1분기말,536367511753,제 1 기말,517313518503,6,KRW,,연결,,,
20190515002410,11013,2019,01316227,BS,재무상태표,ifrs_CurrentTaxAssets,당기법인세자산,-,제 2 기 1분기말,1576384797,제 1 기말,534638780,7,KRW,,연결,,,
20190515002410,11013,2019,01316227,BS,재무상태표,ifrs_NoncurrentAssets,비유동자산,-,제 2 기 1분기말,1755483694817,제 1 기말,1710786079882,8,KRW,,연결,,,
20190515002410,11013,2019,01316227,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,장기매출채권 및 기타채권,-,제 2 기 1분기말,13126410094,제 1 기말,8975223854,9,KRW,,연결,,,
20190515002410,11013,2019,01316227,BS,재무상태표,ifrs_PropertyPlantAndEquipment,유형자산,-,제 2 기 1분기말,1477372137061,제 1 기말,1439546936080,10,KRW,,연결,,,
20190515002410,11013,2019,01316227,BS,재무상태표,ifrs_InvestmentProperty,투자부동산,-,제 2 기 1분기말,125270666770,제 1 기말,125519791709,11,KRW,,연결,,,
20190515002410,11013,2019,01316227,BS,재무상태표,ifrs_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 2 기 1분기말,77184325467,제 1 기말,75914865464,12,KRW,,연결,,,
20190515002410,11013,2019,01316227,BS,재무상태표,ifrs_OtherNoncurrentFinancialAssets,기타비유동금융자산,-,제 2 기 1분기말,38775103488,제 1 기말,37952780796,13,KRW,,연결,,,
20190515002410,11013,2019,01316227,BS,재무상태표,dart_OtherNonCurrentAssets,기타비유동자산,-,제 2 기 1분기말,3470737676,제 1 기말,3547904562,14,KRW,,연결,,,
20190515002410,11013,2019,01316227,BS,재무상태표,ifrs_DeferredTaxAssets,이연법인세자산,-,제 2 기 1분기말,20284314261,제 1 기말,19328577417,15,KRW,,연결,,,
20190515002410,11013,2019,01316227,BS,재무상태표,ifrs_Assets,자산총계,-,제 2 기 1분기말,3277454879398,제 1 기말,3138844258698,16,KRW,,연결,,,
20190515002410,11013,2019,01316227,BS,재무상태표,ifrs_CurrentLiabilities,유동부채,-,제 2 기 1분기말,2033652674206,제 1 기말,1994629707423,18,KRW,,연결,,,
20190515002410,11013,2019,01316227,BS,재무상태표,ifrs_TradeAndOtherCurrentPayables,매입채무 및 기타채무,-,제 2 기 1분기말,694395921193,제 1 기말,643244889657,19,KRW,,연결,,,
20190515002410,11013,2019,01316227,BS,재무상태표,ifrs_ShorttermBorrowings,차입금,-,제 2 기 1분기말,1311822354270,제 1 기말,1324975126995,20,KRW,,연결,,,
20190515002410,11013,2019,01316227,BS,재무상태표,ifrs_OtherCurrentFinancialLiabilities,기타유동금융부채,-,제 2 기 1분기말,2921246752,제 1 기말,896898439,21,KRW,,연결,,,
20190515002410,11013,2019,01316227,BS,재무상태표,ifrs_CurrentTaxLiabilities,당기법인세부채,-,제 2 기 1분기말,7040685471,제 1 기말,2879247218,22,KRW,,연결,,,
20190515002410,11013,2019,01316227,BS,재무상태표,dart_OtherCurrentLiabilities,기타유동부채,-,제 2 기 1분기말,17472466520,제 1 기말,22633545114,23,KRW,,연결,,,
20190515002410,11013,2019,01316227,BS,재무상태표,ifrs_NoncurrentLiabilities,비유동부채,-,제 2 기 1분기말,726596232897,제 1 기말,657313206277,24,KRW,,연결,,,
