,news_title,news_category,news_date,label,prob
0,"<유>동양, 상한가 진입.. +29.84% ↑",증권News봇,2021.06.28,positive,0.9998688697814941
1,"오후 12:00 현재 코스피는 39:61으로 매수우위, 매수강세 업종은 전기가스업(5.56%↓)",증권News봇,2021.06.21,neutral,0.9898780584335327
2,"[마감 시황] 외국인과 기관의 동반 매수세.. 코스피 3278.68(▲20.05, +0.62%) 상승 마감",증권News봇,2021.06.16,neutral,0.7169045805931091
3,"오후 3:20 현재 코스피는 50:50으로 보합세, 매도강세 업종은 운수창고업(2.03%↑)",증권News봇,2021.06.16,neutral,0.9998784065246582
4,"오후 3:00 현재 코스피는 51:49으로 매도우위, 매도강세 업종은 운수창고업(2.24%↑)",증권News봇,2021.06.16,neutral,0.9998430013656616
5,"오후 2:30 현재 코스피는 50:50으로 보합세, 매도강세 업종은 전기가스업(0.96%↑)",증권News봇,2021.06.16,neutral,0.9999003410339355
6,"오후 2:00 현재 코스피는 51:49으로 매도우위, 매도강세 업종은 전기가스업(0.90%↑)",증권News봇,2021.06.16,neutral,0.9998724460601807
7,"오후 1:30 현재 코스피는 49:51으로 매수우위, 매도강세 업종은 운수창고업(1.99%↑)",증권News봇,2021.06.16,neutral,0.999648928642273
8,"오후 1:00 현재 코스피는 50:50으로 보합세, 매도강세 업종은 전기가스업(0.67%↑)",증권News봇,2021.06.16,neutral,0.9999001026153564
9,"오후 12:30 현재 코스피는 50:50으로 보합세, 매도강세 업종은 전기가스업(0.85%↑)",증권News봇,2021.06.16,neutral,0.9998959302902222
10,"[정오 시황] 코스피 3277.41, 상승세(▲18.78, +0.58%) 지속",증권News봇,2021.06.16,neutral,0.999584972858429
11,"오후 12:00 현재 코스피는 50:50으로 보합세, 매도강세 업종은 전기가스업(1.04%↑)",증권News봇,2021.06.16,neutral,0.9998900890350342
12,"오전 11:30 현재 코스피는 50:50으로 보합세, 매도강세 업종은 전기가스업(0.99%↑)",증권News봇,2021.06.16,neutral,0.9998835325241089
13,"오전 11:00 현재 코스피는 51:49으로 매도우위, 매도강세 업종은 음식료품업(0.62%↑)",증권News봇,2021.06.16,neutral,0.9998359680175781
14,"오전 10:30 현재 코스피는 50:50으로 보합세, 매도강세 업종은 음식료품업(0.70%↑)",증권News봇,2021.06.16,neutral,0.9998883008956909
15,"오전 10:00 현재 코스피는 50:50으로 보합세, 매도강세 업종은 음식료품업(0.75%↑)",증권News봇,2021.06.16,neutral,0.999885082244873
16,"오전 9:30 현재 코스피는 50:50으로 보합세, 매도강세 업종은 운수창고업(1.29%↑)",증권News봇,2021.06.16,neutral,0.9998576641082764
17,"[개장 시황] 코스피 3259.06.. 개인과 외국인의 순매수에 상승 출발 (▲0.43, +0.01%)",증권News봇,2021.06.16,neutral,0.9999123811721802
18,"오전 10:30 현재 코스피는 48:52으로 매수우위, 매도강세 업종은 섬유의복업(1.77%↑)",증권News봇,2021.06.15,neutral,0.9964652061462402
19,"<유>성신양회우, 상한가 진입.. +29.92% ↑",증권News봇,2021.06.15,positive,0.9998741149902344
20,"<유>동양3우B, 상한가 진입.. +29.43% ↑",증권News봇,2021.06.15,positive,0.9998675584793091
21,"[마감 시황] 개인 매수 우위.. 코스피 3252.13(▲2.81, +0.09%) 상승 마감",증권News봇,2021.06.14,neutral,0.9995582699775696
22,"오후 3:20 현재 코스피는 46:54으로 매수우위, 매도강세 업종은 전기가스업(1.83%↑)",증권News봇,2021.06.14,neutral,0.999721109867096
23,"오후 3:00 현재 코스피는 46:54으로 매수우위, 매도강세 업종은 전기가스업(1.84%↑)",증권News봇,2021.06.14,neutral,0.9997010231018066
24,"오후 2:30 현재 코스피는 45:55으로 매수우위, 매도강세 업종은 전기가스업(1.99%↑)",증권News봇,2021.06.14,neutral,0.9996054768562317
25,"오후 2:00 현재 코스피는 44:56으로 매수우위, 매도강세 업종은 전기가스업(2.41%↑)",증권News봇,2021.06.14,neutral,0.9997192025184631
26,"<유>동양우, 상한가 진입.. +30.00% ↑",증권News봇,2021.06.14,positive,0.9998677968978882
27,"오후 1:30 현재 코스피는 45:55으로 매수우위, 매도강세 업종은 전기가스업(1.67%↑)",증권News봇,2021.06.14,neutral,0.9996910095214844
28,"오후 1:00 현재 코스피는 44:56으로 매수우위, 매수강세 업종은 통신업(0.42%↓)",증권News봇,2021.06.14,neutral,0.9968519806861877
29,"오후 12:00 현재 코스피는 44:56으로 매수우위, 매수강세 업종은 섬유의복업(0.80%↓)",증권News봇,2021.06.14,neutral,0.9820222854614258
30,"오전 11:30 현재 코스피는 45:55으로 매수우위, 매수강세 업종은 전기전자업(0.48%↓)",증권News봇,2021.06.14,neutral,0.7713022828102112
31,"오전 11:00 현재 코스피는 44:56으로 매수우위, 매수강세 업종은 의료정밀업(0.18%↓)",증권News봇,2021.06.14,neutral,0.6317942142486572
