,news_title,news_category,news_date,label,prob
0,"<유>한솔로지스틱스, 3.02% 오르며 체결강도 강세 지속(184%)",증권News봇,2022.06.27,positive,0.9998804330825806
1,"<유>한솔로지스틱스, 매도잔량 546% 급증",증권News봇,2022.06.22,positive,0.9997391104698181
2,"<유>한솔로지스틱스, 매도잔량 320% 급증",증권News봇,2022.06.17,positive,0.9997391104698181
3,"<유>한솔로지스틱스, 3.05% 오르며 체결강도 강세 지속(129%)",증권News봇,2022.06.16,positive,0.9998798370361328
4,"<유>한솔로지스틱스, 매수잔량 355% 급증",증권News봇,2022.06.13,positive,0.9998650550842285
5,"<유>한솔로지스틱스, 매도잔량 977% 급증",증권News봇,2022.06.09,positive,0.999752938747406
6,"LG화학 등 345社, 기업지배구조 보고서 제출",증권국내증시,2022.06.01,neutral,0.9998562335968018
7,"<유>한솔로지스틱스, 매도잔량 380% 급증",증권News봇,2022.05.26,positive,0.9997616410255432
8,"[기업공시 5월 25일]바이젠셀, 1주당 1주 배정 무상증자 결정등",증권국내증시,2022.05.26,positive,0.9984022974967957
9,장마감 후 기업공시[5월 25일],증권국내증시,2022.05.25,neutral,0.9997308850288391
10,"<유>한솔로지스틱스, 3.42% 오르며 체결강도 강세로 반전(244%)",증권News봇,2022.05.25,positive,0.9998893737792969
11,"<유>한솔로지스틱스, 4.81% 오르며 체결강도 강세 지속(227%)",증권News봇,2022.05.24,positive,0.9998815059661865
12,"<유>한솔로지스틱스, 매수잔량 374% 급증",증권News봇,2022.05.18,positive,0.9998652935028076
13,"<유>한솔로지스틱스, 3.01% 오르며 체결강도 강세 지속(138%)",증권News봇,2022.05.16,positive,0.9998806715011597
14,"<유>한솔로지스틱스, 3.64% 오르며 체결강도 강세 지속(237%)",증권News봇,2022.05.16,positive,0.9998698234558105
15,"<유>한솔로지스틱스, 매수잔량 340% 급증",증권News봇,2022.05.12,positive,0.9998652935028076
16,"<유>한솔로지스틱스, 전일 대비 7.04% 상승.. 일일회전율은 6.03% 기록",증권News봇,2022.05.11,positive,0.9998552799224854
17,"<유>한솔로지스틱스, 매도잔량 419% 급증",증권News봇,2022.05.11,positive,0.999704897403717
18,"<유>한솔로지스틱스, 매수잔량 312% 급증",증권News봇,2022.05.10,positive,0.9998643398284912
19,"<유>한솔로지스틱스, 매도잔량 379% 급증",증권News봇,2022.05.06,positive,0.9997155070304871
20,"<유>한솔로지스틱스, 3.20% 오르며 체결강도 강세 지속(158%)",증권News봇,2022.05.06,positive,0.9998726844787598
21,"[개장 시황] 코스피 2656.54.. 개인의 순매수에 상승 출발 (▲17.48, +0.66%)",증권News봇,2022.04.28,neutral,0.9999003410339355
22,"<유>한솔로지스틱스, 전일 대비 9.20% 상승.. 일일회전율은 60.73% 기록",증권News봇,2022.04.27,positive,0.9998249411582947
23,"<유>한솔로지스틱스, 매수잔량 316% 급증",증권News봇,2022.04.27,positive,0.9998652935028076
24,"<유>한솔로지스틱스, 3.37% 오르며 체결강도 강세로 반전(104%)",증권News봇,2022.04.27,positive,0.9998904466629028
25,"<유>한솔로지스틱스, 3.61% 오르며 체결강도 강세로 반전(102%)",증권News봇,2022.04.26,positive,0.9998863935470581
26,"<유>한솔로지스틱스, 매도잔량 410% 급증",증권News봇,2022.04.25,positive,0.9997456669807434
27,"<유>한솔로지스틱스, 매도잔량 467% 급증",증권News봇,2022.04.22,positive,0.9997461438179016
28,"<유>한솔로지스틱스, 매도잔량 4066% 급증",증권News봇,2022.04.20,positive,0.9996763467788696
29,"<유>한솔로지스틱스, 매도잔량 497% 급증",증권News봇,2022.04.19,positive,0.9997357726097107
30,"<유>한솔로지스틱스, 매수잔량 302% 급증",증권News봇,2022.04.18,positive,0.999862551689148
31,"<유>한솔로지스틱스, 3.75% 오르며 체결강도 강세로 반전(104%)",증권News봇,2022.04.18,positive,0.9998897314071655
32,"<유>한솔로지스틱스, 매수잔량 628% 급증",증권News봇,2022.04.15,positive,0.9998654127120972
33,"<유>한솔로지스틱스, 전일 대비 8.25% 상승.. 일일회전율은 19.42% 기록",증권News봇,2022.04.14,positive,0.9998418092727661
34,"<유>한솔로지스틱스, 매도잔량 329% 급증",증권News봇,2022.04.14,positive,0.999664306640625
35,"<유>한솔로지스틱스, 매수잔량 350% 급증",증권News봇,2022.04.12,positive,0.9998655319213867
36,"<유>한솔로지스틱스, 매수잔량 409% 급증",증권News봇,2022.04.11,positive,0.9998612403869629
37,"<유>한솔로지스틱스, 전일 대비 7.78% 상승.. 일일회전율은 24.70% 기록",증권News봇,2022.04.11,positive,0.9998351335525513
38,"<유>한솔로지스틱스, 매도잔량 362% 급증",증권News봇,2022.04.11,positive,0.9997482895851135
39,"<유>한솔로지스틱스, 3.16% 오르며 체결강도 강세 지속(125%)",증권News봇,2022.04.11,positive,0.999874472618103
40,"<유>한솔로지스틱스, 매수잔량 449% 급증",증권News봇,2022.04.04,positive,0.9998621940612793
