rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분
20240814003813,11012,2024,00122825,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 55 기 반기말,75653827947,제 54 기말,76484143419,7,KRW,,,,,연결
20240814003813,11012,2024,00122825,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 55 기 반기말,23777768626,제 54 기말,27820318280,8,KRW,,,,,연결
20240814003813,11012,2024,00122825,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 55 기 반기말,3864102008,제 54 기말,9813768156,9,KRW,,,,,연결
20240814003813,11012,2024,00122825,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 55 기 반기말,28381100,제 54 기말,9276730,10,KRW,,,,,연결
20240814003813,11012,2024,00122825,BS,재무상태표,ifrs-full_Inventories,유동재고자산,-,제 55 기 반기말,3906112877,제 54 기말,2331740961,11,KRW,,,,,연결
20240814003813,11012,2024,00122825,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 55 기 반기말,1110715099,제 54 기말,826914062,12,KRW,,,,,연결
20240814003813,11012,2024,00122825,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타수취채권,-,제 55 기 반기말,14868457542,제 54 기말,14838618371,13,KRW,,,,,연결
20240814003813,11012,2024,00122825,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 55 기 반기말,51876059321,제 54 기말,48663825139,14,KRW,,,,,연결
20240814003813,11012,2024,00122825,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융자산,-,제 55 기 반기말,1611126535,제 54 기말,1566807451,15,KRW,,,,,연결
20240814003813,11012,2024,00122825,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,기타비유동수취채권,-,제 55 기 반기말,1510831924,제 54 기말,1243146592,16,KRW,,,,,연결
20240814003813,11012,2024,00122825,BS,재무상태표,-표준계정코드 미사용-,무형자산,-,제 55 기 반기말,17642468568,제 54 기말,17801170027,17,KRW,,,,,연결
20240814003813,11012,2024,00122825,BS,재무상태표,-표준계정코드 미사용-,장기매출채권및기타수취채권,-,제 55 기 반기말,338963670,제 54 기말,388118951,18,KRW,,,,,연결
20240814003813,11012,2024,00122825,BS,재무상태표,-표준계정코드 미사용-,순확정급여자산,-,제 55 기 반기말,0,제 54 기말,144042825,19,KRW,,,,,연결
20240814003813,11012,2024,00122825,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 55 기 반기말,179044762,제 54 기말,179044762,20,KRW,,,,,연결
20240814003813,11012,2024,00122825,BS,재무상태표,ifrs-full_InvestmentsInAssociates,관계기업투자,-,제 55 기 반기말,22853403348,제 54 기말,20772320712,21,KRW,,,,,연결
