,news_title,news_category,news_date,label,prob
0,"<유>종근당바이오, 장중 신저가 기록.. 29,600→29,550(▼50)",증권News봇,2022.06.16,negative,0.9997536540031433
1,"<유>종근당바이오, 매도잔량 489% 급증",증권News봇,2022.06.15,positive,0.999769389629364
2,"<유>종근당바이오, 매도잔량 371% 급증",증권News봇,2022.06.14,positive,0.9997836947441101
3,"오후 2:00 현재 코스피는 36:64으로 매수우위, 매수강세 업종은 비금속광물업(1.19%↓)",증권News봇,2022.06.14,neutral,0.9939804077148438
4,"오후 1:30 현재 코스피는 40:60으로 매수우위, 매수강세 업종은 비금속광물업(1.06%↓)",증권News봇,2022.06.14,neutral,0.998002827167511
5,"오후 1:00 현재 코스피는 34:66으로 매수우위, 매수강세 업종은 비금속광물업(1.24%↓)",증권News봇,2022.06.14,neutral,0.9949023723602295
6,‘우리와 관련 없는데…’ 美 탈모치료제 허가에 종근당바이오 ↑ [Why 바이오],산업바이오,2022.06.14,positive,0.9997401833534241
7,"오후 12:30 현재 코스피는 37:63으로 매수우위, 매수강세 업종은 비금속광물업(1.39%↓)",증권News봇,2022.06.14,neutral,0.9927800297737122
8,"<유>종근당바이오, 상한가 진입.. +29.92% ↑",증권News봇,2022.06.14,positive,0.9998615980148315
9,"[정오 시황] 코스피 2474.60, 하락세(▼29.91, -1.19%) 지속",증권News봇,2022.06.14,neutral,0.5627192258834839
10,"오후 12:00 현재 코스피는 35:65으로 매수우위, 매수강세 업종은 비금속광물업(1.36%↓)",증권News봇,2022.06.14,neutral,0.9925776124000549
11,"오전 11:30 현재 코스피는 33:67으로 매수우위, 매수강세 업종은 음식료품업(2.08%↓)",증권News봇,2022.06.14,neutral,0.9099714159965515
12,"<유>종근당바이오, 매수잔량 571% 급증",증권News봇,2022.06.14,positive,0.9998698234558105
13,"오전 11:00 현재 코스피는 31:69으로 매수우위, 매수강세 업종은 비금속광물업(2.24%↓)",증권News봇,2022.06.14,neutral,0.9897983074188232
14,"<유>종근당바이오, 전일 대비 22.60% 상승.. 일일회전율은 1.95% 기록",증권News봇,2022.06.14,positive,0.999876856803894
