투자자구분,매도,매수,순매수
금융투자,219938821400,110436599100,-109502222300
보험,5102527600,7081824300,1979296700
투신,10933686600,26506117900,15572431300
사모,15400967600,30667992800,15267025200
은행,1132097700,1445668800,313571100
기타금융,2832711700,3310150300,477438600
연기금 등,516958449900,510824326100,-6134123800
기관합계,772299262500,690272679300,-82026583200
기타법인,12579392700,8909744600,-3669648100
개인,239831308100,344474634900,104643326800
외국인,468390597544,449856930244,-18533667300
기타외국인,1546055700,1132627500,-413428200
전체,1494646616544,1494646616544,0
