,news_title,news_category,news_date,label,prob
0,"""연말엔 배당""…통신·금융株 나홀로 질주",증권국내증시,2021.12.17,positive,0.9994526505470276
1,"[기업공시 12월 10일]나노브릭, 주당 1.2주 배정하는 무상증자 결정 등",증권국내증시,2021.12.11,neutral,0.9924586415290833
2,장 마감 후 기업공시[12월 10일],증권국내증시,2021.12.10,neutral,0.9998602867126465
3,"[단독] 우리금융, 20년 만에 완전 민영화 성공",증권국내증시,2021.11.21,positive,0.9996554851531982
4,"[기업공시 11월 2일]쎄미시스코, 에디슨모터스 주식 33만 주 취득 결정 등",증권국내증시,2021.11.03,neutral,0.9997850060462952
5,장 중 기업공시[11월 2일],증권국내증시,2021.11.02,neutral,0.9998558759689331
6,"<유>우리금융지주, 장중 신고가 돌파.. 13,450→13,500(▲50)",증권News봇,2021.10.28,positive,0.9998724460601807
7,"<유>우리금융지주, 장중 신고가 돌파.. 13,300→13,350(▲50)",증권News봇,2021.10.27,positive,0.9998716115951538
8,"<유>우리금융지주, 장중 신고가 돌파.. 13,100→13,200(▲100)",증권News봇,2021.10.26,positive,0.9998749494552612
9,LG화학 영업익 전년比 19%↓ ··우리금융 '어닝 서프라이즈',증권국내증시,2021.10.25,positive,0.9998705387115479
10,"<유>우리금융지주, 장중 신고가 돌파.. 13,000→13,050(▲50)",증권News봇,2021.10.25,positive,0.9998747110366821
11,[이번주 추천주] '위드 코로나' 하이트진로 수혜…'리니지W' 엔씨도 주목,증권국내증시,2021.10.25,positive,0.999485969543457
12,"<유>우리금융지주, 장중 신고가 돌파.. 12,950→13,000(▲50)",증권News봇,2021.10.22,positive,0.9998745918273926
13,"<유>우리금융지주, 장중 신고가 돌파.. 12,650→12,750(▲100)",증권News봇,2021.10.21,positive,0.9998704195022583
14,"<유>우리금융지주, 장중 신고가 돌파.. 12,350→12,450(▲100)",증권News봇,2021.10.20,positive,0.9998704195022583
15,"<유>우리금융지주, 장중 신고가 돌파.. 12,100→12,150(▲50)",증권News봇,2021.10.19,positive,0.9998722076416016
16,우리금융 지분 매각 본격화…국내·외 3~4곳 참여 전망,경제·금융경제·금융일반,2021.10.03,neutral,0.99979168176651
