,news_title,news_category,news_date,label,prob
0,장 마감 후 기업공시[3월 31일],증권,2021.03.31,neutral,0.9998667240142822
1,"<유>수산중공업, 전일 대비 7.47% 상승.. 일일회전율은 4.10% 기록",증권News봇,2021.03.31,positive,0.9998583793640137
2,"<유>수산중공업, 매도잔량 356% 급증",증권News봇,2021.03.31,positive,0.9623629450798035
3,"<유>수산중공업, 3.33% 오르며 체결강도 강세로 반전(161%)",증권News봇,2021.03.31,positive,0.9998862743377686
4,"<유>수산중공업, 전일 대비 7.19% 상승.. 일일회전율은 5.26% 기록",증권News봇,2021.03.29,positive,0.9998489618301392
5,"<유>수산중공업, 3.21% 오르며 체결강도 강세로 반전(234%)",증권News봇,2021.03.29,positive,0.9998857975006104
6,"<유>수산중공업, 매도잔량 309% 급증",증권News봇,2021.03.24,positive,0.9603774547576904
7,"<유>수산중공업, 3.10% 오르며 체결강도 강세 지속(212%)",증권News봇,2021.03.22,positive,0.9998763799667358
8,"<유>수산중공업, 3.11% 오르며 체결강도 강세로 반전(100%)",증권News봇,2021.03.18,positive,0.999886155128479
9,"<유>수산중공업, 3.56% 오르며 체결강도 강세로 반전(103%)",증권News봇,2021.03.17,positive,0.9998867511749268
10,"<유>수산중공업, 3.17% 오르며 체결강도 강세로 반전(125%)",증권News봇,2021.03.12,positive,0.999886155128479
11,"<유>수산중공업, 전일 대비 7.23% 상승.. 일일회전율은 1.84% 기록",증권News봇,2021.03.11,positive,0.9998524188995361
12,"<유>수산중공업, 3.24% 오르며 체결강도 강세 지속(231%)",증권News봇,2021.03.11,positive,0.999876856803894
13,"<유>수산중공업, 매도잔량 332% 급증",증권News봇,2021.03.05,positive,0.9449424147605896
14,"<유>수산중공업, 매도잔량 359% 급증",증권News봇,2021.03.04,positive,0.9615494012832642
15,"<유>수산중공업, 매수잔량 557% 급증",증권News봇,2021.03.03,positive,0.9998341798782349
16,"<유>수산중공업, 매수잔량 307% 급증",증권News봇,2021.03.02,positive,0.9998131394386292
17,"<유>수산중공업, 매도잔량 408% 급증",증권News봇,2021.02.26,positive,0.9507659673690796
18,"<유>수산중공업, 3.04% 오르며 체결강도 강세로 반전(133%)",증권News봇,2021.02.22,positive,0.9998888969421387
19,"<유>수산중공업, 매도잔량 332% 급증",증권News봇,2021.02.18,positive,0.9449424147605896
20,"<유>수산중공업, 3.13% 오르며 체결강도 강세로 반전(118%)",증권News봇,2021.02.17,positive,0.9998874664306641
21,"[마감 시황] 개인과 외국인의 동반 매수세.. 코스피 3163.25(▲16.25, +0.52%) 상승 마감",증권News봇,2021.02.16,neutral,0.9716772437095642
22,"오후 3:20 현재 코스피는 52:48으로 매도우위, 매도강세 업종은 음식료품업(2.12%↑)",증권News봇,2021.02.16,neutral,0.9998948574066162
23,"오후 3:00 현재 코스피는 54:46으로 매도우위, 매도강세 업종은 음식료품업(2.04%↑)",증권News봇,2021.02.16,neutral,0.999887228012085
24,"오후 2:30 현재 코스피는 53:47으로 매도우위, 매도강세 업종은 음식료품업(1.93%↑)",증권News봇,2021.02.16,neutral,0.999902606010437
25,"오후 2:00 현재 코스피는 53:47으로 매도우위, 매도강세 업종은 음식료품업(2.01%↑)",증권News봇,2021.02.16,neutral,0.9998949766159058
26,"오후 1:30 현재 코스피는 52:48으로 매도우위, 매도강세 업종은 음식료품업(1.59%↑)",증권News봇,2021.02.16,neutral,0.9998998641967773
27,"오후 1:00 현재 코스피는 52:48으로 매도우위, 매도강세 업종은 음식료품업(1.42%↑)",증권News봇,2021.02.16,neutral,0.9998941421508789
28,"오후 12:30 현재 코스피는 51:49으로 매도우위, 매도강세 업종은 음식료품업(1.15%↑)",증권News봇,2021.02.16,neutral,0.9998908042907715
29,"[정오 시황] 코스피 3158.56, 상승세(▲11.56, +0.37%) 지속",증권News봇,2021.02.16,neutral,0.9997510313987732
30,"오후 12:00 현재 코스피는 53:47으로 매도우위, 매도강세 업종은 음식료품업(1.16%↑)",증권News봇,2021.02.16,neutral,0.999895453453064
31,"오전 11:30 현재 코스피는 53:47으로 매도우위, 매도강세 업종은 음식료품업(1.12%↑)",증권News봇,2021.02.16,neutral,0.9998849630355835
